,id,expectedmoney,capital,foodtype_고기,foodtype_디저트,foodtype_베이커리,foodtype_분식,foodtype_일식,foodtype_중식,foodtype_치킨,foodtype_커피,foodtype_패스트푸드,foodtype_퓨전음식,foodtype_한식,locate_경기,locate_서울,locate_인천
1103,721832,1900.0,90000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1104,723457,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1105,723337,2370.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1106,721562,1100.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1107,718693,1550.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1108,722751,1260.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1109,715807,2050.0,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1110,723689,2450.0,50000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1111,723649,2450.0,50000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1112,712408,640.0,6000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1113,721569,650.0,15000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1114,662359,800.0,12000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1115,722530,850.0,22000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1116,679347,900.0,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1117,720357,1250.0,29000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1118,720101,1700.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1119,710968,700.0,7000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1120,720327,1250.0,29000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1121,671766,650.0,15000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1122,723132,790.0,16000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1123,698816,970.0,21000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1124,715381,1180.0,37000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1125,684623,1120.0,31000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1127,710933,980.0,13000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1128,723185,700.0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1129,679294,900.0,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1130,665591,790.0,16000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1132,720350,1000.0,38000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1133,659119,1040.0,21000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1134,723683,800.0,6000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1135,620015,1725.0,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1136,715796,800.0,6000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1137,662342,1000.0,8000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1138,712628,1050.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1140,672817,1470.0,25000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1141,715803,1400.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1142,714512,1310.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1143,675018,1750.0,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1144,710885,810.0,16000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1145,716970,850.0,22000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1148,651488,1450.0,30000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1150,715004,1200.0,30000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1151,722908,1080.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1152,722943,1450.0,30000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1154,681945,1080.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1155,691121,875.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1156,720142,1320.0,40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1157,720156,1320.0,40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1158,716864,870.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1159,722767,875.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1160,722727,875.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1161,715440,700.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1162,722820,1080.0,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1164,715048,1400.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1165,720186,1320.0,40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1166,721113,1070.0,30000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1167,655377,1560.0,32000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1168,695560,800.0,17000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1169,716960,1850.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1172,722549,1850.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1173,720306,545.0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1174,722783,1850.0,28000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1175,720237,728.0,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1176,723161,1300.0,26000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1177,691086,1150.0,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1178,598015,1800.0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1179,682690,1350.0,22000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1180,597975,1800.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1181,628675,1645.0,25000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1184,665602,650.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1185,723163,1150.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1186,723184,630.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1187,722553,1070.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1189,723124,650.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1190,720114,1450.0,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1191,716980,1450.0,15000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1192,714496,1450.0,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1193,695526,1200.0,14000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1194,720576,1400.0,21000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1195,723369,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1196,723294,1800.0,12000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1197,723491,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1198,720819,1450.0,21000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1199,723529,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1200,719877,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1201,721835,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1202,723371,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1203,723413,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1204,723453,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1205,721834,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1206,723531,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1207,723533,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1208,723449,1500.0,22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1209,710989,1000.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1210,715414,1000.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1211,721005,935.0,12000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1212,721198,730.0,8000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1214,710401,1800.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,710451,1800.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1216,705494,3350.0,40000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1217,723003,2550.0,19000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1218,722662,1680.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,722702,1680.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1220,722705,1680.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1221,722592,1680.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1222,720263,620.0,10000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1223,720601,1723.0,20000,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1224,720665,870.0,19000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1225,715770,1350.0,23000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1226,706858,1050.0,47000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1227,717883,1300.0,19000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1228,721096,1300.0,20000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
